단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
035290,KR7035290006,골드앤에스,ST,2,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2180,1,1,N,N,N,1,N,N,N,0,0,0,100,N,90,49530400,500,19991207,46450,23225282000,12,,0,,N,N,95,-11,-40,-63,-42,20221231,1012,,N,N,N
035460,KR7035460005,기산텔레콤,ST,3,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3190,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,124551,500,19991118,14577,7288670000,12,,0,,N,N,150,24,27,27,24,20230331,465,,N,N,N
035600,KR7035600006,KG이니시스,ST,2,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,12300,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,57346,500,20021122,27904,13952217000,12,,0,,N,N,3236,229,218,182,16,20230331,3432,,N,N,Y
035610,KR7035610005,솔본,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4725,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,89283,500,19990813,27345,13672998500,12,,0,,N,N,235,28,108,107,25,20230331,1292,,N,N,N
035620,KR7035620004,바른손이앤에이,ST,3,0,1015,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,831,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,90820,500,19990813,74439,37219837500,12,,0,,N,N,45,-15,-25,-25,-11,20230331,618,,N,N,N
035760,KR7035760008,CJ ENM,ST,1,1007,1016,1033,N,N,Y,,Y,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,76300,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,41355,5000,19991123,21929,1.10577E+11,12,,0,,N,Y,9490,-503,-804,-889,-8,20230331,16731,720,N,N,Y
035810,KR7035810001,이지홀딩스,ST,3,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3260,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,174128,500,19991123,65145,32948862000,12,,0,,N,N,7572,107,-19,-55,-3,20230331,2123,,N,N,N
035890,KR7035890003,서희건설,ST,2,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1495,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,3735452,500,19991224,229808,1.14904E+11,12,,0,,N,N,3111,490,645,488,24,20230331,3435,,N,N,N
035900,KR7035900000,JYP Ent.,ST,1,0,1015,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,126300,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,417960,500,20010830,35497,17943451500,12,,0,,N,Y,1180,420,526,427,52,20230331,44833,,N,N,N
036000,KR7036000008,예림당,ST,3,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2035,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17650,500,19991130,23034,11617138500,12,,0,,N,N,67,2,89,84,13,20230331,468,,N,N,N
036010,KR7036010007,아비코전자,ST,3,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,16240,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,434107,500,20020703,13292,6896467000,12,,0,,N,N,343,-2,3,2,1,20230331,2158,,N,N,N
036030,KR7036030005,케이티알파,ST,2,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6020,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,183239,1000,19991224,49019,49019283000,12,,0,,N,N,4696,152,99,122,5,20221231,2950,905,N,N,N
036090,KR7036090009,위지트,ST,3,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,792,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,642076,500,19991210,102976,51488101000,12,,0,,N,N,76,3,-19,-19,-6,20230331,815,,N,N,N
036120,KR7036120004,SCI평가정보,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3925,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,195623,500,19991207,35500,17750000000,12,,0,,N,N,68,-18,-19,-15,-22,20230331,1393,,N,N,N
036170,KR7036170009,클라우드에어,ST,3,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,2,N,N,N,N,N,N,N,N,1373,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,43110704,1000,19991221,61365,61365626000,12,,0,,N,N,134,-11,41,42,4,20221231,842,,N,N,N
036180,KR7036180008,지더블유바이텍,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,696,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,911225,500,19991221,55703,27851823500,12,,0,,N,N,121,-20,-25,-24,-27,20230331,387,,N,N,N
036190,KR7036190007,금화피에스시,ST,3,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,31250,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,2887,500,20001226,6000,3000000000,12,,0,,N,N,832,81,118,89,12,20230331,1875,,N,N,N
036200,KR7036200004,유니셈,ST,3,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8190,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,145461,500,19991210,30664,15332111500,12,,0,,N,N,518,43,75,62,12,20230331,2511,,N,N,N
036480,KR7036480002,대성미생물,ST,3,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12150,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,88509,500,20000404,3800,1900000000,12,,0,,N,N,255,-3,23,17,4,20221231,461,,N,N,N
036540,KR7036540003,SFA반도체,ST,1,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,5630,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,723173,500,20010502,164460,82487451500,12,,0,,N,Y,1172,-10,-11,-13,-1,20230331,9259,,N,N,Y
036560,KR7036560001,영풍정밀,ST,3,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12940,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,95679,500,19991228,15750,7875000000,12,,0,,N,N,891,120,195,155,5,20221231,2038,632,N,N,N
036620,KR7036620003,감성코퍼레이션,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3900,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,4368318,500,20000111,90393,45196788000,12,,0,,N,N,1174,162,156,151,38,20221231,3525,,N,N,N
036630,KR7036630002,세종텔레콤,ST,3,1007,1016,1032,N,N,Y,,N,N,N,N,N,N,N,N,0,Y,N,N,N,N,N,N,N,618,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,314631,1000,20000104,270000,2.8E+11,12,,0,,N,N,742,-1,177,176,22,20230331,1668,,N,N,N
036640,KR7036640001,HRS,ST,3,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6150,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,155466,500,20000530,16354,8177400000,12,,0,,N,N,191,24,31,25,9,20230331,1005,,N,N,N
036670,KR7036670008,KCI,ST,3,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8790,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,11300,500,20010103,11270,5635000000,12,,0,,N,N,1096,219,227,178,20,20221231,990,,N,N,N
036690,KR7036690006,코맥스,ST,3,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3590,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,79379,500,20000118,15904,7952469000,12,,0,,N,N,290,5,2,2,1,20230331,570,,N,N,N
036710,KR7036710002,심텍홀딩스,ST,3,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2975,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,79985,500,20000104,48350,24175072500,12,,0,,N,N,2176,-489,-443,-387,-38,20230331,1438,,N,N,N
036800,KR7036800001,나이스정보통신,ST,2,1007,1016,1032,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,23100,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,14197,500,20000503,10000,5000000000,12,,0,,N,N,2088,65,75,54,7,20230331,2310,,N,N,N
036810,KR7036810000,에프에스티,ST,2,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,23450,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,100122,500,20000118,21756,10878394500,12,,0,,N,N,470,-21,-47,-49,-7,20230331,5101,,N,N,Y
036830,KR7036830008,솔브레인홀딩스,ST,2,1006,0,0,N,N,Y,,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,Y,31000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,121483,500,20000118,20964,10482028000,12,,0,,N,N,1614,308,264,206,8,20230331,6498,,N,N,Y
036890,KR7036890002,진성티이씨,ST,2,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11910,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,2006620,500,20000720,22482,11241134000,12,,0,,N,N,1405,178,187,138,26,20230331,2677,,N,N,N
036930,KR7036930006,주성엔지니어링,ST,1,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,16760,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,468651,500,19991224,48249,24124606000,12,,0,,N,Y,687,116,141,104,9,20230331,8086,,N,N,Y
037030,KR7037030004,파워넷,ST,3,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3815,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,90805,1000,20180607,19522,19522052000,12,,0,,N,N,451,9,-21,-22,-10,20230331,744,,N,N,N
037070,KR7037070000,파세코,ST,2,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14410,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,57448,500,20000104,20000,10000000000,12,,0,,N,N,2005,158,124,92,9,20221231,2882,,N,N,N
037230,KR7037230000,한국팩키지,ST,3,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2530,1,1,N,N,N,0,N,N,Y,0,0,0,60,Y,90,28769,500,19991221,29800,14900163500,12,,0,,N,N,2173,6,-137,-106,-15,20221231,753,,N,N,N
037330,KR7037330008,인지디스플레,ST,3,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2155,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,87010,500,19991214,43885,21942612000,12,,0,,N,N,1704,49,35,8,0,20230331,945,,N,N,N
037350,KR7037350006,성도이엔지,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4215,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,58049,500,20000111,15470,7735000000,12,,0,,N,N,1713,-41,-2,-4,0,20230331,652,,N,N,N
037370,KR7037370004,EG,ST,3,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,20750,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,362119,1000,20000111,8624,8624972000,12,,0,,N,N,237,-41,-49,-45,-20,20230331,1789,,N,N,N
037400,KR7037400009,우리엔터프라이즈,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1603,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,34936,500,19991216,26223,13111673000,12,,0,,N,N,2760,15,23,16,3,20230331,420,,N,N,N
037440,KR7037440005,희림,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9230,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,119635,500,20000203,13922,6961237500,12,,0,,N,N,512,19,22,16,10,20230331,1285,,N,N,N
037460,KR7037460003,삼지전자,ST,3,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9010,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,7586,500,19991216,16318,8309261000,12,,0,,N,N,5737,114,69,57,4,20230331,1470,,N,N,N
037760,KR7037760006,쎄니트,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1637,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,35925,500,20000407,33832,16916460500,12,,0,,N,N,318,0,6,6,2,20230331,553,,N,N,N
037950,KR7037950003,엘컴텍,ST,3,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1684,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,1192861,500,20000824,84447,42223759500,12,,0,,N,N,160,11,16,14,8,20230331,1422,,N,N,N
038010,KR7038010005,제일테크노스,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9160,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,174462,500,20000111,9000,4500000000,12,,0,,N,N,577,74,65,50,23,20230331,824,,N,N,N
038060,KR7038060000,루멘스,ST,3,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1607,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,197321,500,20060808,48103,24051534500,12,,0,,N,N,438,15,37,37,15,20230331,773,,N,N,N
038070,KR7038070009,서린바이오,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12280,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,35253,500,20051025,8700,4350338000,12,,0,,N,N,226,24,21,17,9,20230331,1068,,N,N,N
038110,KR7038110003,에코플라스틱,ST,3,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6850,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4549018,500,20000323,34169,17084685000,12,,0,,N,N,5019,153,146,110,28,20230331,2340,,N,N,N
038290,KR7038290003,마크로젠,ST,2,1006,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,20150,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,12309,500,20000222,10841,5420700000,12,,0,,N,N,334,8,16,15,3,20230331,2184,,N,N,N
038340,KR7038340006,MIT,ST,3,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,1362,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20011122,22734,11417149000,12,,0,,N,N,27,-16,16,16,88,20230331,309,,N,N,N
038390,KR7038390001,레드캡투어,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17740,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,3958,500,20000201,8589,4294740000,12,,0,,N,N,773,78,39,31,6,20230331,1523,,N,N,N
038460,KR7038460002,바이오스마트,ST,3,1007,1018,1039,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3425,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,40931,500,20000622,20243,10121805500,12,,0,,N,N,1105,46,32,27,12,20230331,693,,N,N,N
038500,KR7038500005,삼표시멘트,ST,2,0,1009,1025,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,3750,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,277013,500,20010201,107916,53958153000,12,,0,,N,N,1991,80,-30,-27,-2,20230331,4046,,N,N,Y
038530,KR7038530002,골드퍼시픽,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,500,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,0,500,20000609,92016,46008215500,12,,0,,N,N,75,-3,-14,-14,-9,20230331,460,,N,N,N
038540,KR7038540001,상상인,ST,2,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,5500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,84012,1000,20000818,55328,57187237000,12,,0,,N,N,2270,-188,-179,-142,-8,20230331,3043,,N,N,N
038620,KR7038620001,위즈코프,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,879,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,395027,500,20000504,66546,33273232500,12,,0,,N,N,101,2,9,7,4,20230331,584,,N,N,N
038680,KR7038680005,에스넷,ST,3,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5460,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3875435,500,20000427,18274,9137151500,12,,0,,N,N,566,-24,-34,-32,-18,20230331,997,,N,N,N
038870,KR7038870002,에코바이오,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7030,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,429428,500,20010529,11804,5902043500,12,,0,,N,N,44,-9,4,3,2,20230331,829,,N,N,N
038880,KR7038880001,아이에이,ST,3,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,633,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,1578902,100,20000427,294769,29476915000,12,,0,,N,N,140,-19,-22,-22,-7,20230331,1865,,N,N,N
038950,KR7038950002,파인디지털,ST,3,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5370,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,25800,500,20000504,10210,5105382500,12,,0,,N,N,216,-8,-1,-1,0,20230331,548,,N,N,N
039010,KR7039010004,현대에이치티,ST,3,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7750,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,58400,500,20000720,8625,4312500000,12,,0,,N,N,1049,13,9,20,2,20221231,668,,N,N,N
039020,KR7039020003,이건홀딩스,ST,3,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3045,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,6332,1000,20000504,22584,22584709000,12,,0,,N,N,1115,25,0,-6,-4,20230331,687,,N,N,N
039030,KR7039030002,이오테크닉스,ST,1,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,91400,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,80618,500,20000824,12319,6159775000,12,,0,,N,Y,839,96,163,135,10,20230331,11260,,N,N,Y
039200,KR7039200001,오스코텍,ST,1,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,24200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,179513,500,20070117,37821,18910660500,12,,0,,N,Y,11,-75,-60,-60,-18,20230331,9152,,N,N,N
039240,KR7039240007,경남스틸,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3365,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,199822,100,20000307,26979,2697960400,12,,0,,N,N,4153,114,123,97,10,20221231,907,,N,N,N
039290,KR7039290002,인포뱅크,ST,3,1007,1016,1032,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,13250,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,35024,500,20060704,8693,4346989000,12,,0,,N,N,335,-2,95,74,46,20230331,1151,,N,N,N
039310,KR7039310008,세중,ST,3,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,2515,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,33813,500,20000609,18121,9060833500,12,,0,,N,N,74,3,8,30,13,20230331,455,,N,N,N
039340,KR7039340005,한국경제TV,ST,3,1007,1016,1033,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5720,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,19351,500,20040730,23000,11500000000,12,,0,,N,N,173,6,18,15,4,20230331,1315,,N,N,N
039420,KR7039420005,케이엘넷,ST,3,1007,1016,1032,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2715,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,69933,500,20020312,24154,12077365000,12,,0,,N,N,106,9,11,11,7,20230331,655,,N,N,N
039440,KR7039440003,에스티아이,ST,2,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12700,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,74436,500,20020228,15830,7915000000,12,,0,,N,N,853,66,103,88,16,20230331,2010,,N,N,N
039560,KR7039560008,다산네트웍스,ST,3,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3415,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,81020,500,20000622,39505,20981453000,12,,0,,N,N,197,2,-74,-71,-8,20230331,1349,,N,N,N
039610,KR7039610001,화성밸브,ST,3,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6320,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,278215,500,20000316,10410,5205200000,12,,0,,N,N,234,34,33,28,14,20230331,657,,N,N,N
039740,KR7039740006,한국정보공학,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3750,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,68057,500,20000706,8018,4009198500,12,,0,,N,N,235,-5,-15,-15,-13,20230331,300,,N,N,N
039830,KR7039830005,오로라,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7690,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,7438,500,20010103,10762,5381445000,12,,0,,N,N,538,85,50,35,11,20230331,827,,N,N,N
039840,KR7039840004,디오,ST,2,0,1009,1029,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,29900,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,88783,500,20000629,15881,7940877500,12,,0,,N,N,413,101,147,113,27,20230331,4748,,N,N,N
039860,KR7039860002,나노엔텍,ST,3,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5050,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,39304,500,20000816,26807,13403813500,12,,0,,N,N,64,-5,-1,-3,-2,20230331,1353,535,N,N,N
039980,KR7039980008,리노스,ST,3,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,940,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,130891,500,20020813,46194,23097439500,12,,0,,N,N,146,6,4,4,2,20230331,434,,N,N,N
040160,KR7040160004,누리플렉스,ST,3,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6620,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,119988,500,20000829,12055,6027767500,12,,0,,N,N,302,21,24,51,25,20230331,798,,N,N,N
040300,KR7040300006,YTN,ST,2,1007,1016,1033,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6290,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,92840,1000,20010904,42000,42000000000,12,,0,,N,N,1522,53,69,55,2,20221231,2641,,N,N,N
040350,KR7040350001,큐로컴,ST,3,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,537,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,249631,500,20020110,125973,62986736000,12,,0,,N,N,31,-15,-8,-8,-3,20230331,676,,N,N,N
040420,KR7040420002,정상제이엘에스,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7320,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,31328,500,20000801,15677,8478776000,12,,0,,N,N,294,52,54,43,22,20230331,1147,,N,N,N
040610,KR7040610008,SG&G,ST,3,0,1013,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1722,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,39157,500,20000427,34087,17043598000,12,,0,,N,N,91,-1,23,21,3,20230331,586,,N,N,N
040910,KR7040910002,아이씨디,ST,3,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12630,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,324917,500,20110805,18395,9197539500,12,,0,,N,N,94,-95,-112,-112,-30,20230331,2323,,N,N,N
041020,KR7041020009,폴라리스오피스,ST,3,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2655,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,14833866,500,20051028,49725,24862749000,12,,0,,N,N,72,7,282,282,144,20230331,1320,,N,N,N
041190,KR7041190000,우리기술투자,ST,2,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,4130,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,329649,500,20000609,84000,42000000000,12,,0,,N,N,66,37,37,37,4,20230331,3469,,N,N,N
